Speciality,Category,Package Amount,Code,Procedure,Preauth Documentation,Claim Documentation,Package Type
,S10.1 BRAIN,01.59.8,S10.1.11,Excision of Subtentorial Brain Tumours,"CT-Scan Brain Plain And Contrast, CT Angio Of Brain(Head)/MRI Brain With Contrast, EEG (Electroencephalogram) \ Video EEG","Routine Histopathological Examination, CT-Scan Brain Plain And Contrast, CT Angio Of Brain(Head)/MRI Brain With Contrast",77400
,S10.1 BRAIN,02.34.1,S10.1.12,Ventriculoperitoneal Shunt,"CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast , X Ray scull","Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast Cerebrospinal Fluid (CSF) Analysis Cell Count",31000
,S10.1 BRAIN,01.09.1,S10.1.13,Twist Drill Craniostomy,"CT Scan Head Without Contrast, CT Angio Of Brain(Head)/MRI Brain Without Contrast","CT Scan Head Without Contrast, CT Angio Of Brain(Head)/MRI Brain Without Contrast",22500
,S10.1 BRAIN,01.09.2,S10.1.14,Subdural Tapping,"CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast","CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast",37500
,S10.1 BRAIN,01.09.3,S10.1.15,Ventricular Tapping,"CT Scan Head Without Contrast, CT Angio Of Brain(Head)","CT Scan Head Without Contrast, CT Angio Of Brain(Head)",22500
,S10.1 BRAIN,01.31,S10.1.16,Tapping of Brain Abscess,"CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast","CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast",37500
,S10.1 BRAIN,39.79.2,S10.1.17,Surgical Management of Vascular Malformations,MRI Angiography With Contrast /Digital Subtraction Angiogram/CT Local Area,"CT Local Area /Dynamic MRI/Functional MRI, Routine Histopathological Examination",75000
,S10.1 BRAIN,02.34,S10.1.18,Ventriculo Peritoneal Shunt,"CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast , X Ray scull","Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast Cerebrospinal Fluid (CSF) Analysis Cell Count",50700
,S10.1 BRAIN,02.32.1,S10.1.19,Atrial Shunt,"CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast / Neurosonogram(NSG)","CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast , Case Sheet with operation Notes",50700
,S10.1 BRAIN,01.24.2,S10.1.2,Craniotomy And Evacuation of Extradural Haematoma,"CT Scan Head Without Contrast ,CT Angio Of Brain(Head) /MRI Brain Without Contrast","CT Scan Head Without Contrast, CT Angio Of Brain(Head)",80000
,S10.1 BRAIN,02.12,S10.1.20,Surgical Management of Meningo Encephalocele,"CT-Scan Brain Plain And Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast","CT-Scan Brain Plain And Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast",74900
,S10.1 BRAIN,01.59.10,S10.1.21,Surgical Management of Meningomyelocele,"CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast","CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast ,Routine Histopathological Examination",77400
,S10.1 BRAIN,02.31,S10.1.22,Surgical Management of C.S.F. Rhinorrhoea,"CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast / Radionuclide Cisternography /Radio Scintography","CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast",48000
,S10.1 BRAIN,02.0,S10.1.23,Cranioplasty,"CT Scan Head Without Contrast,CT Angio Of Brain(Head), ECHO Cardiogram,ECG (Electro Cardiogram), ECHO CD","CT Scan Head Without Contrast,CT Angio Of Brain(Head)/MRI Brain Without Contrast , X-Ray Skull",41300
,S10.1 BRAIN,01.59.12,S10.1.24,Meningocele Excision,"CT-Scan Brain Plain And Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast","Routine Histopathological Examination, CT-Scan Brain Plain And Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast",56300
,S10.1 BRAIN,02.32,S10.1.25,Ventriculo Atrial Shunt,"CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast / Neurosonogram(NSG)","CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast",50700
,S10.1 BRAIN,01.59.13,S10.1.26,Excision Of Brain Abcess,"CT-Scan Brain Plain And Contrast, CT Angio Of Brain(Head)/MRI Brain With Contrast","Routine Histopathological Examination, CT-Scan Brain Plain And Contrast, CT Angio Of Brain(Head)/MRI Brain With Contrast",70000
,S10.1 BRAIN,39.51,S10.1.27,Aneurysm Clipping,CT Angio Of Brain(Head),"CT Angio Of Brain(Head)/Dynamic MRI/Functional MRI, X Ray scull with Marked clips",110000
,S10.1 BRAIN,02.39,S10.1.28,External Ventricular Drainage (EVD),"CT Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast","Scan Head Without Contrast, CT Angio Of Brain(Head) /MRI Brain Without Contrast",50000
