Speciality,Category,Package Amount,Code,Procedure,Preauth Documentation,Claim Documentation,Package Type
,S11.4 GYNAECOLOGICAL ONCOLOGY,71.5,S11.4.5,Vulvectomy in malignant conditions,"CT scan Lower Abdomen Without Contrast, USG Abdomen, Routine Histopathological Examination, Clinical Photograph","USG Abdomen, Routine Histopathological Examination",62500
,S11.4 GYNAECOLOGICAL ONCOLOGY,65.4,S11.4.6,Unilateral /BilateralSalpingo Oophorectomy in malignant conditions(65.6.1),"USG Abdomen, CT scan Lower Abdomen Without Contrast, Ca 125 (Cancer Antigen 125 Or Carbohydrate Antigen 125)","USG Abdomen, Routine Histopathological Examination",64300
,S11.40 Exploratory laparotomy f / b diversion stoma / bypass,-,S11.40.1A,Exploratory laparotomy f / b diversion stoma,"Clinical notes with planned line of treatment, CECT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",91300
,S11.40 Exploratory laparotomy f / b diversion stoma / bypass,-,S11.40.2A,Exploratory laparotomy f / b diversion bypass,"Clinical notes with planned line of treatment, CECT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",91300
,S11.41 Hepatoblastoma Excision,-,S11.41A,Hepatoblastoma Excision,"Clinical notes with planned line of treatment, HPE, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",102400
,S11.42 Pelvic Exenteration,-,S11.42.1A,Anterior - Lap.,"Clinical notes with planned line of treatment, HPE, CT","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",155500
,S11.42 Pelvic Exenteration,-,S11.42.2A,Total - Lap.,"Clinical notes with planned line of treatment, HPE, CT","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",155500
,S11.43 Wilms tumors: surgery,-,S11.43A,Wilms tumors surgery,"Clinical notes with planned line of treatment, Biopsy/HPE, CT abdomen","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",68400
,S11.44 Ureteric end to end anastomosis,-,S11.44A,Ureteric end to end anastomosis,"CT KUB, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",52800
,S11.45 Distal ureterectomy with reimplantation,-,S11.45A,Distal ureterectomy with reimplantation,"CT KUB, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",53400
,S11.46 Radical cystectomy,-,S11.46.1A,With continent diversion - Open,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",150100
,S11.46 Radical cystectomy,-,S11.46.2A,With Ileal Conduit - Lap.,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",194600
,S11.46 Radical cystectomy,-,S11.46.3A,With neobladder - Lap,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",222800
,S11.46 Radical cystectomy,-,S11.46.4A,With ureterosigmoidostomy - Open,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",173600
,S11.46 Radical cystectomy,-,S11.46.5A,With ureterosigmoidostomy - Lap,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",116500
,S11.46 Radical cystectomy,-,S11.46.6A,With ureterostomy -Lap.,"HPE, Clinical notes with planned line of treatment, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",116100
,S11.47 Channel TURP,-,S11.47A,Channel TURP,"Clinical notes with planned line of treatment, PSA, USG- prostate","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",46000
,S11.48 Radical Urethrectomy,-,S11.48A,Radical Urethrectomy,"CT KUB, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",58400
,"S11.49 Penile preserving surgery (WLE, Glansectomy, Laser)",-,S11.49A,"Penile preserving surgery (WLE, Glansectomy, Laser)","HPE, Clinical notes with planned line of treatment","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",43400
,S11.5 TUMORS OF THE FEMALE BREAST,85.4,S11.5.1,Mastectomy Any Type in malignant conditions,"Fine Needle Aspiration Cytology (FNAC) , Chest X-Ray PA View(1 Film),X- Ray Mammogram, Clinical Photograph, USG Abdomen",Routine Histopathological Examination,39400
,S11.5 TUMORS OF THE FEMALE BREAST,40.51,S11.5.2,Axillary Dissection in malignant conditions,"Fine Needle Aspiration Cytology (FNAC),CT Local Area,USG local area,",Routine Histopathological Examination,73800
,S11.5 TUMORS OF THE FEMALE BREAST,85.22.1,S11.5.3,Wide Excision - Breast in malignant conditions,"Routine Histopathological Examination, X- Ray Mammogram, Clinical Photograph, USG Abdomen",Routine Histopathological Examination,12500
,S11.5 TUMORS OF THE FEMALE BREAST,85.21,S11.5.4,Lumpectomy,"Routine Histopathological Examination, X- Ray Mammogram, Contrast Enhanced USG, CT Local Area Without Contrast , Clinical Photograph",Routine Histopathological Examination,12500
,S11.5 TUMORS OF THE FEMALE BREAST,85.7.1,S11.5.5,Breast Reconstruction Surgery,"Routine Histopathological Examination, Clinical Photograph",Routine Histopathological Examination,50000
,S11.5 TUMORS OF THE FEMALE BREAST,34.4.1,S11.5.6,Surgical Resection of Soft tissue /Bone tumors of Chest wall,"CT Scan Chest With Contrast, Chest X-Ray PA View(1 Film), Fine Needle Aspiration Cytology (FNAC)/ Biopsy",Chest X-Ray PA View(1 Film),131700
,S11.50 Excision of undescended testicular mass,-,S11.50A,Excision of undescended testicular mass,"CT, Clinical notes with planned line of treatment","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",42800
,S11.51 Germ Cell Tumour Excision,-,S11.51A,Germ Cell Tumour Excision,"Beta HCG, AFP, USG, CT, Clinical notes with planned line of treatment","Procedure / Operative Notes, HPE report, Detailed Discharge Summary",53400
,S11.52 Bilateral salpingoophorectomy,-,S11.52.1A,Open,"Clinical notes with planned line of treatment, HPE","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",37400
,S11.52 Bilateral salpingoophorectomy,-,S11.52.2A,Lap.,"Clinical notes with planned line of treatment, HPE","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",47400
,S11.53 Leiomyoma excision,-,S11.53.1A,Open,"Clinical notes with planned line of treatment, USG","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",117900
,S11.53 Leiomyoma excision,-,S11.53.2A,MIS,"Clinical notes with planned line of treatment, USG","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",117900
,S11.54 Radical Hysterectomy,-,S11.54.1A,Class I radical hysterectomy + bilateral salpingoophorectomy + BPLND - Lap.,"Clinical notes with planned line of treatment and Biopsy, CECT/ MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",64300
,S11.54 Radical Hysterectomy,-,S11.54.2A,Class I radical Hysterectomy +/- bilateral salpingoophorectomy - Lap.,"Clinical notes with planned line of treatment and Biopsy, CECT/ MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",46100
,S11.54 Radical Hysterectomy,-,S11.54.3A,Class II radical hysterctomy + BPLND,"Clinical notes with planned line of treatment and Biopsy, CECT/ MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",64300
,S11.54 Radical Hysterectomy,-,S11.54.4A,Class III radical hysterctomy + BPLND,"Clinical notes with planned line of treatment and Biopsy, CECT/ MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",64300
,S11.55 Total Pharyngectomy,-,S11.55A,Total Pharyngectomy,"Clinical notes with planned line of treatment, HPE, CT / MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",80900
,S11.56 Parapharyngeal Tumour Excision,-,S11.56A,Parapharyngeal Tumour Excision,"Clinical notes with planned line of treatment, HPE, CT / MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",57300
,S11.57 Tracheal / Carinal resection,-,S11.57A,Tracheal / Carinal resection,"Clinical notes with planned line of treatment, HPE, CT / MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",116200
,S11.58 Tracheal Stenosis (End to end Anastamosis) (Throat),-,S11.58A,Tracheal Stenosis (End to end Anastamosis) (Throat),"Clinical notes with planned line of treatment, HPE, CT / MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",60000
,S11.59 Central airway tumour debulking,-,S11.59A,Central airway tumour debulking,"Clinical notes with planned line of treatment, HPE, CT / MRI","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",42100
,S11.6 SKIN TUMORS,86.4.1,S11.6.1,Skin Tumors Wide Excision in malignant conditions,"Routine Histopathological Examination, Clinical Photograph",Routine Histopathological Examination,35000
,S11.6 SKIN TUMORS,86.4.2,S11.6.2,Skin Tumors wide Excision + Reconstruction in malignant conditions(86.6/86.7),"Routine Histopathological Examination, Clinical Photograph",Routine Histopathological Examination,45000
,S11.6 SKIN TUMORS,86.9,S11.6.3,Skin Tumors amputation in malignant conditions,"Routine Histopathological Examination, Clinical Photograph",Routine Histopathological Examination,25000
,S11.60 Diagnostic thoracoscopy,-,S11.60A,Diagnostic thoracoscopy,"Cinical notes, radiological evidence for indication","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",31100
,S11.61 Mediastinoscopy,-,S11.61A,Diagnostic,"Cinical notes, radiological evidence for indication","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",64800
,S11.62 Pleurectomy Decortication,-,S11.62A,Pleurectomy Decortication,"Clinical notes with planned line of treatment and HPE, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",39000
,S11.63 Chamberlain procedure,-,S11.63A,Chamberlain procedure,Clinical notes with planned line of treatment and CT Thorax,"Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",36800
,S11.64 Extrapleural pneumonectomy,-,S11.64A,Extrapleural pneumonectomy,"Clinical notes with planned line of treatment, HPE, CT","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",129900
,S11.65 Axillary Sampling / Sentinel Node Biopsy,-,S11.65A,Axillary Sampling / Sentinel Node Biopsy,"FNAC, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",31000
,S11.66 Excision of Pinna for Growths / Injuries - Total Amputation & Excision of External Auditory Meatus,-,S11.66.1A,Growth - Basal,"HPE, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",67500
,S11.66 Excision of Pinna for Growths / Injuries - Total Amputation & Excision of External Auditory Meatus,-,S11.66.2A,Injury,"Clinical notes with planned line of treatment, Clinical photograph","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",67500
,S11.67 Benign Soft Tissue Tumour - Excision,-,S11.67A,Benign Soft Tissue Tumour - Excision,"HPE, Clinical notes with planned line of treatment","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",23200
,S11.68 Regional flap,-,S11.68A,Fasciocutaneous flap,Clinical notes and Biopsy of primary,"detailed Procedure / Operative Notes, Clinical photgraph showing scar, detailed discharge summary",78400
,S11.69 Rotationplasty,-,S11.69A,Rotationplasty,Clinical notes with planned line of treatment,"Procedure / Operative Notes, Post Procedure Photographs of surgical site, Detailed Discharge Summary",96100
,S11.7 SOFT TISSUE AND BONE TUMORS,83.49.1,S11.7.1,Soft Tissue And Bone Tumors Wide Excision,"Clinical Photograph, X-Ray",Routine Histopathological Examination,15000
,S11.7 SOFT TISSUE AND BONE TUMORS,83.49.2,S11.7.2,Soft Tissue And Bone Tumors Wide Excision + Reconstruction,"CT Local Area Without Contrast, X-Ray, Clinical Photograph","X-Ray, Routine Histopathological Examination",25000
,S11.7 SOFT TISSUE AND BONE TUMORS,77.60.3,S11.7.3,Bone and Soft TissueTumors Amputation in malignant conditions(83.49),"Routine Histopathological Examination, Clinical Photograph",Routine Histopathological Examination,63400
,S11.70 Endoprosthesis Revision,-,S11.70.1A,Complete,"Clinical notes with planned line of treatment, radiological evidence for indication","Procedure / Operative Notes, Post Procedure Photographs of surgical site, Detailed Discharge Summary",116500
,S11.70 Endoprosthesis Revision,-,S11.70.2A,Partial,"Clinical notes with planned line of treatment, radiological evidence for indication","Procedure / Operative Notes, Post Procedure Photographs of surgical site, Detailed Discharge Summary",81100
,S11.71 Vertebral Tumour Excision and Reconstruction,-,S11.71A,Vertebral Tumour Excision and Reconstruction,"Clinical notes with planned line of treatment, radiological evidence for indication","Procedure / Operative Notes, Post Procedure Photographs of surgical site, HPE report, Detailed Discharge Summary",119900
,S11.72 Chemo Port Insertion,-,S11.72A,Chemo Port Insertion,Clinical notes with planned line of treatment,"Procedure / Operative Notes, discharge summary, Invoice of Chemo port used",28800
,S11.73 Resuturing of Any Wound gap Surgeries,-,S11.73.2A,Resuturing of Any Wound gap Surgeries,Clinical notes with planned line of treatment with pre-clinical photograph,Clinical notes / discharge summary with planned line of treatment & post clinical photograph,6300
,S11.8 LUNG CANCER,32.5.2,S11.8.1,Pneumonectomy for Carcinoma Lung,"CT Scan Chest With Contrast, Chest X-Ray PA View(1 Film), Fine Needle Aspiration Cytology (FNAC)/ Truecut biopsy","Chest X-Ray PA View(1 Film), Routine Histopathological Examination",114100
,S11.8 LUNG CANCER,32.4.3,S11.8.2,Lobectomy for Carcinoma Lung,"CT Scan Chest With Contrast, Chest X-Ray PA View(1 Film), Fine Needle Aspiration Cytology (FNAC)/ Truecut biopsy","Chest X-Ray PA View(1 Film), Routine Histopathological Examination",92400
,S11.8 LUNG CANCER,34.51,S11.8.3,Decortication,"CT Scan Chest With Contrast, Chest X-Ray PA View(1 Film), Pulmonary Function Test(Major), ECHO Cardiogram",Chest X-Ray PA View(1 Film),60000
,S11.8 LUNG CANCER,34.73.1,S11.8.4.1,Surgical Correction Of Bronchopleural Fistula. Thoracoplasty,"CT Scan Chest Without Contrast, Chest X-Ray PA View(1 Film), Bronchoscopy, Pulmonary Function Test(Major), ECHO Cardiogram",Chest X-Ray PA View(1 Film),107300
,S11.8 LUNG CANCER,34.73.3,S11.8.4.2,Surgical Correction Of Bronchopleural Fistula. Myoplasty,"CT Scan Chest Without Contrast, Chest X-Ray PA View(1 Film), Bronchoscopy",Chest X-Ray PA View(1 Film),107300
,S11.8 LUNG CANCER,34.73.4,S11.8.4.3,Surgical Correction of Bronchopleural Fistula - Transpleural BPF Closure in malignant conditions,"Bronchoscopy, CT Scan Chest Without Contrast, Chest X-Ray PA View(1 Film)","Chest X-Ray PA View(1 Film), Routine Histopathological Examination",107300
,S11.9 Ca.Oral cavity,76.31.3,S11.9.1,Marginal Mandibulectomy in malignant conditions,Orthopantomography (OPG),"Orthopantomography (OPG), Routine Histopathological Examination",44120
,S11.9 Ca.Oral cavity,76.31.4,S11.9.2,Segmental Mandibulectomy,"X-Ray Facial Bones, Orthopantomography (OPG)",X-Ray Facial Bones/ Routine Histopathological Examination,34736
,S11.9 Ca.Oral cavity,25.3,S11.9.3,Total Glossectomy + Reconstruction in malignant conditions(25.59),"CT Local Area/Dynamic MRI/Functional MRI, Biopsy, Clinical Photograph",Routine Histopathological Examination,124300
,S11.9 Ca.Oral cavity,27.49.2,S11.9.4,Full Thickness Buccal Mucosal Resection and Reconstruction in malignant conditions(27.59),"USG Neck , Biopsy, Clinical Photograph",Routine Histopathological Examination,65600
,S14.1 PLASTIC REPAIR,27.54.1,S14.1.1,Surgical Management Of Cleft Lip,Clinical Photograph,"Clinical Photograph, Case Sheet with operation Notes",25600
,S14.1 PLASTIC REPAIR,27.62,S14.1.2,Surgical correction of Cleft Palate,Clinical Photograph,Clinical Photograph,25600
,S14.1 PLASTIC REPAIR,27.69,S14.1.3,Surgical corection of Velo-Pharyngeal Incompetence,"Upper GI endoscopy , Fluoroscopy","Case Sheet with operation Notes, Intra OP photo",36000
,S14.1 PLASTIC REPAIR,86.85,S14.1.4,Surgical Management of Syndactyly of Hand For Each Hand,"X-Ray, Clinical Photograph",X-Ray,32746
,S14.1 PLASTIC REPAIR,18.71.1,S14.1.5,Reconstruction or prosthetic appliance for absent ear,Clinical Photograph,"Clinical Photograph, Case Sheet with operation Notes",30000
,S14.1 PLASTIC REPAIR,76.5.2,S14.1.6,Surgery for Tm Joint Ankylosis,3D CT Facial Bones,X-Ray Facial Bones,44540
,S14.17 Thermal burns,-,S14.17A,Percent Total Body Surface Area Burns (TBSA) - any Percent (not requiring admission). Needs at least 5-6 dressing,"Clinical Notes, MLC copy with number, Extent of burns visible on photograph (with rule of 9 chart","Post Treatment clinical photograph, lab tests or other diagnostic procedures done as a part of treatment, Detailed clinical notes.",8800
,S14.18 Scald burns,-,S14.18.1A,% Total Body Surface Area Burns (TBSA) - any % (not requiring admission).Needs at least 5-6 dressing,"Clinical Notes, MLC copy with number, Extent of burns visible on photograph (with rule of 9 chart","Post Treatment clinical photograph, lab tests or other diagnostic procedures done as a part of treatment, Detailed clinical notes.",8800
,S14.18 Scald burns,-,S14.18.2A,"% Total Body Surface Area Burns (TBSA) Upto 40 % TBSA skin grafted, flap cover, follow-up dressings etc. as deemed necessary Surgical procedures are required for deep burns that are not amenable to heal with dressings alone.","Clinical notes, MLC copy with number, Extent of upto 40% burns visible on photograph (with rule of 9 chart)","Post Treatment clinical photograph, lab tests, X-rays or other diagnostic procedures done as a part of treatment. ,Detailed discharge summary.",75000
,S14.19 Flame burns,-,S14.19.1A,% Total Body Surface Area Burns (TBSA) - any % (not requiring admission).Needs at least 5-6 dressing,"Clinical notes, MLC copy with number, Extent of burns visible on photograph (with rule of 9 chart)","Post Treatment clinical photograph, lab tests, X-rays or other diagnostic procedures done as a part of treatment. ,Detailed discharge summary.",8800
,S14.19 Flame burns,-,S14.19.2A,"% Total Body Surface Area Burns (TBSA) Upto40% TBSA skin grafted, flap cover, follow-up dressings etc. as deemed necessary Surgical procedures are required for deep burns that are not amenable to heal with dressings alone.","Clinical notes, MLC copy with number, Extent of upto 40% burns visible on photograph (with rule of 9 chart)","Post Treatment clinical photograph, lab tests, X-rays or other diagnostic procedures done as a part of treatment. ,Detailed discharge summary.",60000
,S14.2 BURNS,96.5.1,S14.2.1.1,Conservative management of 40% burns,Clinical Photograph,Clinical Photograph,100000
,S14.2 BURNS,86.28.1,S14.2.1.2,Surgical Management of 40% mixed burns,Clinical Photograph,Clinical Photograph,100000
,S14.2 BURNS,96.5.2,S14.2.1.3,Conservative management of 50% burns,Clinical Photograph,Clinical Photograph,150000
,S14.2 BURNS,86.28.2,S14.2.1.4,Surgical Management of 50% mixed burns,Clinical Photograph,Clinical Photograph,200000
,S14.2 BURNS,96.59.5,S14.2.2.1,Conservative management of 60% burns,Clinical Photograph,Case Sheet with operation Notes,220000
,S14.2 BURNS,86.28.3,S14.2.2.2,Surgical Management of 60% mixed burns,Clinical Photograph,Clinical Photograph,220000
,S14.2 BURNS,86.28.4,S14.2.2.3,Surgical Management of above 60% mixed burns,Clinical Photograph,Clinical Photograph,220000
,S14.20 Chemical burns,-,S14.20.1A,"Chemical burns Without significant facial scarring and/or loss of function Includes % TBSA skin grafted, flap cover, follow-up dressings etc. as deemed necessary Surgical procedures are required for deep burns that are not amenable to heal with dressings alone.","Circumstances that led to chemical burns, MLC copy with number, % and area burnt visible on clinical photograph","Post Treatment clinical photograph, lab tests, X-rays or other diagnostic procedures done as a part of treatment. ,Detailed Procedure / Operative Notes if surgery done.Detailed discharge summary.",60000
,S14.20 Chemical burns,-,S14.20.2A,"Chemical burns With significant facial scarring and/or loss of function Includes % TBSA skin grafted, flap cover, follow-up dressings etc. as deemed necessary Surgical procedures are required for deep burns that are not amenable to heal with dressings alone.",(with rule of 9 chart),"Post Treatment clinical photograph showing treated burns, lab tests, X-rays or other diagnostic procedures done as a part of treatment.Detailed discharge summary. Detailed Procedure / Operative Notes if surgery done.",90000
,S14.21 Estlander Operation (lip),-,S14.21A,Estlander Operation (lip),"Clinical notes detailing the original pathology thet has led to this surgery with suporting investigation reports. FIR/MLC in case of traumatic aetiology, Clinical Photograph","Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",22200
,S14.22 Free Grafts - Wolfe Grafts,-,S14.22A,Free Grafts - Wolfe Grafts,"Clinical notes detailing original pathology, with suporting reports, Clinical Photograph","Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",37500
,S14.23 Tissue Reconstruction Flap,-,S14.23A,Tissue Reconstruction Flap,Clinical notes and Clinical photograph of affected part justifying surgery. Evidence of confirmed diagnosis of Leprosy,"Intra procedure clinical photograph, Post procedure clinical photograph (if flap taken from other site; even of donor site), Detailed Operative notes, Detailed discharge summary",42200
,S14.24 Split thickness skin grafts,-,S14.24.1A,Small (< 4% TBSA),"Clinical notes detailing time of Burns,, Clinical Photograph","Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",22500
,S14.24 Split thickness skin grafts,-,S14.24.2A,Medium (4 - 8% TBSA),"Clinical notes detailing time of Burns,, Clinical Photograph","Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",21700
,S14.24 Split thickness skin grafts,-,S14.24.3A,Large (> 8% TBSA),"Clinical notes detailing time of Burns,, Clinical Photograph","Post procedure clinical photograph, Detailed Operative notes, Detailed discharge summary",24500
,S14.25 Skin Flaps - Rotation Flaps,-,S14.25A,Skin Flaps - Rotation Flaps,"Clinical notes and Clinical Photograph, medical records of previous surgeries and indication of this surgery","Post procedure clinical photograph, Detailed Operative notes, detailed discharge summary",34600
,S14.26 Extraction of impacted tooth under LA,-,S14.26A,Extraction of impacted tooth under LA,Dental X-ray / OPG (Orthopantomogram) showing impacted tooth Clinical Photograph,"Post procedure X-ray, extracted tooth, Detailed Procedure / Operative Notes,",500
,S14.27 Sequestrectomy,-,S14.27A,Sequestrectomy,OPG showing necrosed tissue,"Post procedure clinical photograph; detailed discharge summary, Detailed Procedure / Operative Notes, HPE",2500
,S14.28 Fixation of fracture of jaw,-,S14.28.1A,Closed reduction (1 jaw) using wires - under LA,"Circumstances that led to fracture, MLC copy with number, Clinical Photograph, X Ray Mandible,","Detailed Discharge Summary, detailed Procedure / Operative Notes, Post procedure X ray mandible showing wires used",6300
,S14.28 Fixation of fracture of jaw,-,S14.28.2A,Open reduction (1 jaw) and fixing of plates / wire ? under GA,"Circumstances that led to fracture, MLC copy with number, Clinical Photograph, X Ray Mandible,","Detailed Discharge Summary, detailed Procedure / Operative Notes, Post procedure X ray mandible showing wires used",15000
,S14.29 Surgery for Cyst & tumour of Maxilla / Mandible,-,S14.29.3A,Enucleation / excision / marsupialization for cyst & tumour of Maxilla under LA,"OPG/ CT Scan confirming the diagnosis; Biopsy/FNAC if tumour, Clinical Photograph","detailed discharge summary, Detailed Procedure / Operative Notes, Histopath, Post procedure clinical photograph; HPE",10500
,S14.29 Surgery for Cyst & tumour of Maxilla / Mandible,-,S14.29.4A,Enucleation / excision / marsupialization for cyst & tumour of Mandible under LA,"OPG/ CT Scan confirming the diagnosis; Biopsy/FNAC if tumour, Clinical Photograph","detailed discharge summary, Detailed Procedure / Operative Notes, Histopath, Post procedure clinical photograph; HPE",15000
,"S14.3 POST BURN CONTRACTURE SURGERIES FOR FUNCTIONAL IMPROVEMENT(PACKAGE INCLUDING SPLINTS, PRESSURE GARMENTS AND PHYSIOTHERAPY)",83.91.1,S14.3.1,Post Burn Contracture Surgeries - Mild,Clinical Photograph,Clinical Photograph,75000
,"S14.3 POST BURN CONTRACTURE SURGERIES FOR FUNCTIONAL IMPROVEMENT(PACKAGE INCLUDING SPLINTS, PRESSURE GARMENTS AND PHYSIOTHERAPY)",83.91.2,S14.3.2,Post Burn Contracture Surgeries - Moderate,Clinical Photograph,Clinical Photograph,75000
,"S14.3 POST BURN CONTRACTURE SURGERIES FOR FUNCTIONAL IMPROVEMENT(PACKAGE INCLUDING SPLINTS, PRESSURE GARMENTS AND PHYSIOTHERAPY)",83.91.3,S14.3.3,Post Burn Contracture Surgeries - Severe,Clinical Photograph,Clinical Photograph,75000
,S14.30 Release of fibrous bands & grafting - in (OSMF) treatment under GA,-,S14.30A,Release of fibrous bands & grafting - in (OSMF) treatment under GA,"Clinical notes and Oral Biopsy confirming the diagnosis, Clinical Photograph","Detailed Procedure / Operative Notes detailing grafting, detailed discharge summary, Post procedure clinical photograph",4200
,S14.31 Apicoectomy (A) Tooth,-,S14.31A,Apicoectomy (A) Tooth,Dental IOPA-Xray / OPG (Orthopantomogram) Xray/CBCT/CT showing impacted tooth Clinical Photograph,"Post procedure clinical photograph; detailed discharge summary, Detailed Procedure / Operative Notes, HPE",1900
,S14.32 Correction of oro-antral communication,-,S14.32A,Correction of oro-antral communication,Dental IOPA-Xray / OPG (Orthopantomogram) Xray/CBCT/CT showing impacted tooth Clinical Photograph,"Post procedure clinical photograph; detailed discharge summary, Detailed Procedure / Operative Notes, HPE",8800
,S14.33 Submandibular sialolithotomy,-,S14.33.1A,Intraoral submandibular sialolithotomy Soft Tissue,"OPG/ CT Scan confirming the diagnosis; Biopsy/FNAC if tumour, Clinical Photograph","detailed discharge summary, Detailed Procedure / Operative Notes, Histopath, Post procedure clinical photograph; HPE",8800
,S14.33 Submandibular sialolithotomy,-,S14.33.2A,Intraoral submandibular sialolithotomy Hard Tissue,"OPG/ CT Scan confirming the diagnosis; Biopsy/FNAC if tumour, Clinical Photograph","detailed discharge summary, Detailed Procedure / Operative Notes, Histopath, Post procedure clinical photograph; HPE",8800
,S14.33 Submandibular sialolithotomy,-,S14.33.3A,Extra oral submandibular sialolithotomy under GA,"OPG/ CT Scan confirming the diagnosis; Biopsy/FNAC if tumour, Clinical Photograph","detailed discharge summary, Detailed Procedure / Operative Notes, Histopath, Post procedure clinical photograph; HPE",11300
,S14.34 Dentoalveolar trauma - wiring,-,S14.34A,Dentoalveolar trauma - wiring,Dental IOPA-Xray / OPG (Orthopantomogram) Xray/CBCT/CT showing impacted tooth Clinical Photograph,"Post procedure clinical photograph; detailed discharge summary, Detailed Procedure / Operative Notes, HPE",3800
,S14.35 Re-implantation of Avulsed tooth with wiring,-,S14.35A,Re-implantation of Avulsed tooth with wiring,Dental X-ray / OPG (Orthopantomogram) showing impacted tooth Clinical Photograph,"Post procedure X-ray, extracted tooth, Detailed Procedure / Operative Notes,",5500
,S14.36 Osteoradionecrosis management by excision,-,S14.36A,Osteoradionecrosis management by excision,"Clinical notes justifying need of this surgery and X-ray/ MRI of affected part, Biopsy, clinical photograph of affected part","Post procedure imaging study (X Ray), Post Procedure clinical photgraph of both donor and recipient sites, detailed Procedure / Operative Notes. Histopathology of curreted tissue, Detailed Discharge summary",6300
,S14.37 Pressure Sore ? Surgery,-,S14.37A,Pressure Sore ? Surgery,Clinical notes detailing events that led to pressure sores; clinical photograph,"Post procedure clinical photograph; Detailed Procedure / Operative Notes, detailed discharge summary",50700
