source_page,extracted_table_index,column_1,column_2,column_3,column_4,column_5
26,1,1384,Urine-Microalbumin,63,73,
26,1,1385,Stool routine,31,36,
26,1,1386,Stool occult blood,22,25,
26,1,1387,Post coital smear examination,30,35,
26,1,1388,Semen analysis,35,40,
26,1,,LABORATORY MEDICINE / HAEMATOLOGY,,,
26,1,1389,Haemoglobin (Hb),18,21,
26,1,1390,Total Leucocytic Count (TLC),28,32,
26,1,1391,Differential Leucocytic Count (DLC),28,32,
26,1,1392,E.S.R.,25,29,
26,1,1393,Total Red Cell count with MCVMCHMCHCDRW,32,37,
26,1,1394,Complete Haemogram/CBC HbRBC count and indices TLC DLC Platelet ESR Peripheral smear examination,135,155,
26,1,1395,Platelet count,48,55,
26,1,1396,Reticulocyte count,43,50,
26,1,1397,Absolute Eosinophil count,48,55,
26,1,1398,Packed Cell Volume (PCV),13,15,
26,1,1399,Peripheral Smear Examination,39,44,
26,1,1400,Smear for Malaria parasite,41,47,
26,1,1401,Bleeding Time,32,36,
26,1,1402,Osmotic fragility Test,50,58,
26,1,1403,Bone Marrow Smear Examination,70,81,
26,1,1404,Bone Marrow Smear Examination with iron stain,225,259,
26,1,1405,Bone Marrow Smear Examination and cytochemistry,396,455,
26,1,1406,Activated partial ThromboplastinTime (APTT),92,105,
26,1,1407,Rapid test for malaria(card test),44,51,
26,1,1408,WBC cytochemistry for leukemia -Complete panel,99,144,
26,1,1409,Bleeding Disorder panel- PT APTT Thrombin Time Fibrinogen D-Dimer/ FDP,360,414,
26,1,1410,Factor Assays-Factor VIII,630,745,
26,1,1411,Factor Assays-Factor IX,680,782,
26,1,1412,Platelet Function test,50,58,
26,1,1413,Tests for hypercoagulable states- Protein C Protein S Antithrombin,400,460,
26,1,1414,Tests for lupus anticoagulant,150,173,
26,1,1415,Tests for Antiphospholipid antibody IgG IgM ( for cardiolipin and B2 Glycoprotein 1),450,518,
27,1,1416,Thalassemia studies (Red Cell indices and Hb HPLC),560,644
27,1,1417,Tests for Sickling / Hb HPLC),77,89
27,1,,LABORATORY MEDICINE / BLOOD BANK,,
27,1,1418,Blood Group & RH Type,30,35
27,1,1419,Cross match,50,58
27,1,1420,Coomb’s Test Direct,90,104
27,1,1421,Coomb’s Test Indirect,100,115
27,1,1422,3 cell panel- antibody screening for pregnant female,153,180
27,1,1423,11 cells panel for antibody identification,170,200
27,1,1424,HBs Ag,92,108
27,1,1425,HCV,128,150
27,1,1426,HIV I and II,150,173
27,1,1427,VDRL,43,50
27,1,1428,RH Antibody titer,80,92
27,1,1429,Platelet Concentrate,56,64
27,1,1430,Random Donor Platelet(RDP),128,200
27,1,1431,Single Donor Platelet (SDP- Aphresis),11000,11000
27,1,,LABORATORY MEDICINE / HISTOPATHOLOGY,,
27,1,1432,Routine-H & E,90,104
27,1,1433,special stain,65,75
27,1,1434,Immunohistochemistry(IHC),675,777
27,1,1435,Frozen section,702,807
27,1,1436,Paraffin section,309,355
27,1,,LABORATORY MEDICINE / CYTOLOGY,,
27,1,1437,Pap Smear,150,173
27,1,1438,Body fluid for Malignant cells,150,173
27,1,1439,FNAC,200,230
27,1,,NAME OF INVESTIGATION / FLOW CYTOMETRY,,
27,1,1440,Leukemia panel /Lymphoma panel,1382,1589
27,1,1441,PNH Panel-CD55CD59,900,1035
27,1,,LABORATORY MEDICINE / CYTOGENETIC STUDIES,,
27,1,1442,Karyotyping,1539,1770
27,1,1443,FISH,500,575
27,1,,LABORATORY MEDICINE / BIO-CHEMISTRY,,
27,1,1444,Blood Glucose Random,24,28
27,1,1445,24 hrs urine for ProteinsSodium creatinine,50,58
27,1,1446,Blood Urea Nitrogen,54,62
27,1,1447,Serum Creatinine,55,63
27,1,1448,Urine Bile Pigment and Salt,25,29
27,1,1449,Urine Urobilinogen,20,23
27,1,1450,Urine Ketones,30,35
27,1,1451,Urine Occult Blood,35,40
27,1,1452,Urine total proteins,18,21
27,1,1453,Rheumatoid Factor test,100,115
27,1,1454,Bence Jones protein,47,54
27,1,1455,Serum Uric Acid,55,63
27,1,1456,Serum Bilirubin total & direct,72,83
27,1,1457,Serum Iron,90,104
27,1,1458,C.R.P.,100,115
27,1,1459,C.R.P Quantitative,144,166
27,1,1460,Body fluid (CSF/Ascitic Fluid etc.)Sugar Protein etc.,90,104
27,1,1461,Albumin.,18,21
27,1,1462,Creatinine clearance.,80,92
27,1,1463,Serum Cholesterol,62,71
27,1,1464,Total Iron Binding Capacity,80,92
27,1,1465,Glucose (Fasting & PP),47,54
27,1,1466,Serum Calcium –Total,60,69
28,1,1467,Serum Calcium –Ionic,44,51
28,1,1468,Serum Phosphorus,60,69
28,1,1469,Total Protein Alb/Glo Ratio,50,58
28,1,1470,IgG.,225,259
28,1,1471,IgM.,225,259
28,1,1472,IgA.,250,288
28,1,1473,ANA.,200,230
28,1,1474,Ds DNA.,350,403
28,1,1475,S.G.P.T.,50,57
28,1,1476,S.G.O.T.,50,57
28,1,1477,Serum amylase,117,135
28,1,1478,Serum Lipase,130,150
28,1,1479,Serum Lactate,72,83
28,1,1480,Serum Magnesium,90,104
28,1,1481,Serum Sodium,50,58
28,1,1482,Serum Potassium,50,58
28,1,1483,Serum Ammonia,100,115
28,1,1484,Anemia Profile,204,240
28,1,1485,Serum Testosterone,150,173
28,1,1486,Imprint Smear From Endoscopy,240,276
28,1,1487,Triglyceride,75,86
28,1,1488,Glucose Tolerance Test (GTT),90,104
28,1,1489,Triple Marker.,720,828
28,1,1490,C.P.K.,100,115
28,1,1491,Foetal Haemoglobin (HbF),85,100
28,1,1492,Prothrombin Time (P.T.),99,114
28,1,1493,L.D.H.,100,115
28,1,1494,Alkaline Phosphatase,60,69
28,1,1495,Acid Phosphatase,78,90
28,1,1496,CK MB,171,197
28,1,1497,CK MB Mass,140,161
28,1,1498,Troponin I,100,115
28,1,1499,Troponin T,540,621
28,1,1500,Glucose Phosphate Dehydrogenase (G 6PD),100,115
28,1,1501,Lithium.,130,150
28,1,1502,Dilantin (phenytoin).,360,414
28,1,1503,Carbamazepine.,400,460
28,1,1504,Valproic acid.,300,345
28,1,1505,Feritin.,250,288
28,1,1506,Blood gas analysis,120,138
28,1,1507,Blood gas analysis with electrolytes,414,476
28,1,1508,Urine pregnancy test,59,68
28,1,1509,Tests for Antiphospholipid antibodies syndrome.,252,290
28,1,1510,Hb A1 C,130,150
28,1,1511,Hb Electrophoresis/ Hb HPLC,100,115
28,1,1512,Kidney Function Test.,203,233
28,1,1513,Liver Function Test.,203,233
28,1,1514,Lipid Profile.( Total cholesterolLDLHDLtreigylcerides),200,230
28,1,,Nutritional Markers,,
28,1,1515,Serum Iron,90,104
28,1,1516,Total Iron Binding Capacity,81,94
28,1,1517,Serum Ferritin,100,115
28,1,1518,Vitamin B12 assay.,250,288
28,1,1519,Folic Acid assay.,270,311
28,1,1520,Extended Lipid Profile.( Total cholesterolLDLHDLtreigylceridesApo A1Apo BLp(a) ),536,616
28,1,1521,Apo A1.,200,230
28,1,1522,Apo B.,199,229
29,1,1523,Lp (a).,401,461
29,1,1524,CD 34 and 8 counts,170,200
29,1,1525,CD 34 and 8 percentage,170,200
29,1,1526,LDL.,62,71
29,1,1527,Homocysteine.,400,460
29,1,1528,HB Electrophoresis.,396,455
29,1,1529,Serum Electrophoresis.,198,228
29,1,1530,Fibrinogen.,165,190
29,1,1531,Chloride.,60,69
29,1,1532,Magnesium.,135,158
29,1,1533,GGTP.,90,104
29,1,1534,Lipase.,215,248
29,1,1535,Fructosamine.,180,207
29,1,1536,β2 microglobulin,90,104
29,1,1537,Catecholamines.,918,1087
29,1,1538,Creatinine clearance.,120,138
29,1,,NAME OF INVESTIGATION / TUMOUR MARKERS,,
29,1,1539,PSA- Total.,312,359
29,1,1540,PSA- Free.,375,431
29,1,1541,AFP.,300,345
29,1,1542,HCG.,260,299
29,1,1543,CA. 125.,391,442
29,1,1544,CA 199.,554,637
29,1,1545,CA 15.3.,560,644
29,1,1546,Vinyl Mandelic Acid,350,403
29,1,1547,Calcitonin,450,518
29,1,1548,Carcioembryonic antigen(CEA),340,391
29,1,,OTHERS,,
29,1,1549,Immunofluorescence,150,173
29,1,1550,Direct(Skin and kidney Disease),425,900
29,1,1551,Indirect (antids DNA Anti Smith ANCA),425,500
29,1,1552,VitD3 assay,495,570
29,1,1553,Serum Protein electrophoresis with immunofixationelectrophoresis (IFE),300,345
29,1,1554,BETA-2 Microglobulin assay,100,115
29,1,1555,Anti cycliocitrullinated peptide (Anti CCP),450,518
29,1,1556,Anti tissuetransglutaminase antibody,383,450
29,1,1557,Serum Erythropoetin,425,500
29,1,1558,ACTH,450,518
29,1,,HARMONES,,
29,1,1559,T3 T4 TSH,200,230
29,1,1560,T3,64,75
29,1,1561,T4,64,75
29,1,1562,TSH,90,104
29,1,1563,LH,150,173
29,1,1564,FSH,150,173
29,1,1565,Prolactin,150,173
29,1,1566,Cortisol,250,288
29,1,1567,PTH(Paratharmone),450,517
29,1,1568,C-Peptide.,297,342
29,1,1569,Insulin.,150,173
29,1,1570,Progesterone.,225,259
29,1,1571,17-DH Progesterone.,396,455
29,1,1572,DHEAS.,396,455
29,1,1573,Androstendione.,600,690
29,1,1574,Growth Hormone.,340,391
29,1,1575,TPO.,300,345
29,1,1576,Throglobulin.,300,345
30,1,1577,Hydatic Serology.,318,374,
30,1,1578,Anti Sperm Antibodies.,380,437,
30,1,1579,Qualitative.,1800,2070,
30,1,1580,Quantitative.,1350,1552,
30,1,1581,Qualitative.,1522,1750,
30,1,1582,HPV serology,218,251,
30,1,1583,Rota Virus serology,130,150,
30,1,1584,PCR for TB,900,1035,
30,1,1585,PCR for HIV,540,621,
30,1,1586,Chlamydae antigen,765,880,
30,1,1587,chlamydae antibody,238,280,
30,1,1588,Brucella serology,230,265,
30,1,1589,Influenza A serology,849,976,
30,1,,USG X-RAY CT MRI BONE DENSITOMETRY,,,
30,1,1590,USG for Obstetrics - Anomalies scan,1700,2000,19.06.2023
30,1,1591,Abdomen USG,680,800,19.06.2023
30,1,1592,Pelvic USG ( prostate gynae infertility etc),425,500,19.06.2023
30,1,1593,Small parts USG ( scrotum thyroid parathyroid etc),349,410,
30,1,1594,Neonatal head (Tranfontanellar),425,489,
30,1,1595,Neonatal spine,450,517,
30,1,1596,Contrast enhanced USG,810,931,
30,1,1597,USG Breast,680,800,19.06.2023
30,1,1598,USG Hystero-Salpaingography (HSG),2040,2400,19.06.2023
30,1,1599,Carotid Doppler,765,900,
30,1,1600,Arterial Colour Doppler,706,830,
30,1,1601,Venous Colour Doppler,706,830,
30,1,1602,Colour Doppler renal arteries / any other organ,720,828,
30,1,1603,USG guided intervention- FNAC,1530,1800,19.06.2023
30,1,1604,USG guided intervention - biopsy,720,828,
30,1,1605,USG guided intervention - nephrostomy,800,920,
30,1,,X-Ray,,,
30,1,1606,Abdomen AP Supine or Erect (One film),215,250,19.06.2023
30,1,1607,Abdomen Lateral view (one film),128,150,
30,1,1608,Chest PA view (one film),195,230,19.06.2023
30,1,1609,Chest Lateral (one film),195,230,19.06.2023
30,1,1610,Mastoids: Towne view oblique views (3 films),250,288,
30,1,1611,Extremities bones & Joints AP & Lateral views (Two films),230,270,
30,1,1612,Pelvis A.P (one film),110,127,
30,1,1613,T. M. Joints (one film),110,127,
30,1,1614,Abdomen & Pelvis for K. U. B.,128,150,
30,1,1615,Skull A. P. & Lateral (2 films),250,300,
30,1,1616,Spine A. P. & Lateral (2 films),250,288,
30,1,1617,PNS view (1 film),110,127,
30,1,,X RAY CONTRAST STUDIES,,,
30,1,1618,Barium Swallow,510,600,
30,1,1619,Barium Upper GI study,720,828,
30,1,1620,Barium Upper GI study (Double contrast),841,990,
30,1,1621,Barium Meal follow through,935,1100,
30,1,1622,Barium Enema (Single contrast/double contrast),850,1000,
30,1,1623,Small bowel enteroclysis,918,1080,
30,1,1624,ERCP (Endoscopic Retrograde Cholangio – Pancreatography),2250,2587,
30,1,1625,General :Fistulography /Sinography/Sialography/Dacrocystography/ T-Tube cholangiogram/Nephrostogram,638,750,
30,1,1626,Percutaneous transhepatic cholangiography (PTC),1296,1490,
30,1,1627,Intravenous Pyelography (IVP),1400,1650,19.06.2023
30,1,1628,Micturating Cystourethrography (MCU),950,1120,19.06.2023
30,1,1629,Retrograde Urethrography (RGU),950,1120,19.06.2023
30,1,1630,Contrast Hystero-Salpingography (HSG),918,1080,
31,1,1631,X ray - Arthrography,630,724,
31,1,1632,Cephalography,150,173,
31,1,1633,Myelography,2475,2847,
31,1,1634,Diagnostic Digital Subtraction Angiography (DSA),1574,1810,
31,1,,MAMMOGRAPHY,,,
31,1,1635,X-ray Mammography,1170,1375,19.06.2023
31,1,1636,MRI Mammography,2295,2700,
31,1,,CT,,,
31,1,1637,CT Head-Without Contrast (NCCT Head),880,1035,19.06.2023
31,1,1638,CT Head- with Contrast (+ CT angiography),1350,1553,
31,1,1639,C. T. Chest - without contrast (for lungs),1700,2000,
31,1,1640,C. T. Scan Lower Abdomen(incl. Pelvis) With Contrast,1700,1955,
31,1,1641,C. T. Scan Lower Abdomen( Incl. Pelvis) Without Contrast,1500,1725,
31,1,1642,C. T. Scan Whole Abdomen Without Contrast,2700,3105,
31,1,1643,C. T. Scan Whole Abdomen With Contrast,4050,4657,
31,1,1644,Triple Phase CT abdomen,4050,4657,
31,1,1645,CT angiography abdomen/ Chest,4050,4657,
31,1,1646,CT Enteroclysis,5400,6210,
31,1,1647,C. T. Scan Neck – Without Contrast,1500,1725,
31,1,1648,C. T. Scan Neck – With Contrast,1870,2200,
31,1,1649,C. T. Scan Orbits - Without Contrast,1190,1400,
31,1,1650,C. T. Scan Orbits - With Contrast,1615,1900,
31,1,1651,C. T. Scan of Para Nasal Sinuses- Without Contrast,900,1035,
31,1,1652,C. T. Scan of Para Nasal Sinuses - With Contrast,1600,1840,
31,1,1653,C. T. Spine (Cervical Dorsal Lumbar Sacral)–without contrast,1500,1725,
31,1,1654,CT Temporal bone – without contrast,893,1050,
31,1,1655,CT - Dental,1147,1350,
31,1,1656,C. T. Scan Limbs -Without Contrast,1700,2000,
31,1,1657,C. T. Scan Limbs -With Contrast including CT angiography,2253,2650,
31,1,1658,C.T. Guided intervention –FNAC,1200,1380,
31,1,1659,C.T. Guided Trucut Biopsy,1200,1380,
31,1,1660,C. T. Guided intervention -percutaneous catheter drainage / tube placement,1175,1381,
31,1,,MRI,,,
31,1,1661,MRI Head – Without Contrast,2125,2500,19.06.2023
31,1,1662,MRI Head – With Contrast,2848,3350,
31,1,1663,MRI Orbits – Without Contrast,1445,1700,19.06.2023
31,1,1664,MRI Orbits – With Contrast,2000,2300,
31,1,1665,MRI Nasopharynx and PNS – Without Contrast,2450,2818,
31,1,1666,MRI Nasopharynx and PNS – With Contrast,3500,4025,
31,1,1667,MR for Salivary Glands with Sialography,3000,3450,
31,1,1668,MRI Neck - Without Contrast,2700,3105,
31,1,1669,MRI Neck- with contrast,4500,5175,
31,1,1670,MRI Shoulder – Without contrast,2000,2300,
31,1,1671,MRI Shoulder – With conntrast,2340,2700,
31,1,1672,MRI shoulder both Joints - Without contrast,2700,3105,
31,1,1673,MRI Shoulder both joints – With contrast,4000,4600,
31,1,1674,MRI Wrist Single joint - Without contrast,2550,3000,19.06.2023
31,1,1675,MRI Wrist Single joint - With contrast,3400,4000,19.06.2023
31,1,1676,MRI Wrist both joints - Without contrast,3400,4000,
31,1,1677,MRI Wrist Both joints - With contrast,4500,5175,
31,1,1678,MRI knee Single joint - Without contrast,2550,3000,19.06.2023
31,1,1679,MRI knee Single joint - With contrast,4500,5175,
31,1,1680,MRI knee both joints - Without contrast,3400,4000,19.06.2023
31,1,1681,MRI knee both joints - With contrast,5000,5750,
31,1,1682,MRI Ankle Single joint - Without contrast,4250,5000,19.06.2023
31,1,1683,MRI Ankle single joint - With contrast,4250,5000,
31,1,1684,MRI Ankle both joints - With contrast,5525,6500,19.06.2023
32,1,1685,MRI Ankle both joints - Without contrast,2500,2875,
32,1,1686,MRI Hip - With contrast,2500,2875,
32,1,1687,MRI Hip – without contrast,2125,2500,
32,1,1688,MRI Pelvis – Without Contrast,2125,2500,
32,1,1689,MRI Pelvis – with contrast,4500,5175,
32,1,1690,MRI Extremities - With contrast,4500,5175,
32,1,1691,MRI Extremities - Without contrast,2125,2500,
32,1,1692,MRI Temporomandibular – B/L - With contrast,3600,4140,
32,1,1693,MRI Temporomandibular – B/L - Without contrast,2125,2500,
32,1,1694,MR Temporal Bone/ Inner ear with contrast,3600,4140,
32,1,1695,MR Temporal Bone/ Inner ear without contrast,2500,2875,
32,1,1696,MRI Abdomen – Without Contrast,2125,2500,
32,1,1697,MRI Abdomen – With Contrast,4500,5175,
32,1,1698,MRI Breast - With Contrast,4250,5000,
32,1,1699,MRI Breast - Without Contrast,2125,2500,
32,1,1700,MRI Spine Screening - Without Contrast,1700,2000,19.06.2023
32,1,1701,MRI Chest – Without Contrast,2125,2500,
32,1,1702,MRI Chest – With Contrast,4000,4600,
32,1,1703,MRI Cervical/Cervico Dorsal Spine – Without Contrast,3400,4000,19.06.2023
32,1,1704,MRI Cervical/ Cervico Dorsal Spine – With Contrast,4000,4600,
32,1,1705,MRI Dorsal/ Dorso Lumbar Spine - Without Contrast,2125,2500,
32,1,1706,MRI Dorsal/ Dorso Lumbar Spine – With Contrast,4000,4600,
32,1,1707,MRI Lumbar/ Lumbo-Sacral Spine – Without Contrast,2125,2500,
32,1,1708,MRI Lumbar/ Lumbo-Sacral Spine – With Contrast,5000,5750,
32,1,1709,Whole body MRI (For oncological workup),5100,6000,
32,1,1710,MR cholecysto-pancreatography.,5500,6325,
32,1,1711,MRI Angiography - with contrast,5000,5750,
32,1,1712,MR Enteroclysis,2125,2500,
32,1,,BONE DENSITOMETRY (DEXA SCAN),,,
32,1,1713,Dexa Scan Bone Densitometry - Two sites,1500,1725,
32,1,1714,Dexa Scan Bone Densitometry - Three sites (Spine Hip & extremity),1800,2070,
32,1,1715,Dexa Scan Bone Densitometry Whole body,2450,2818,
32,1,,NEUROLOGICAL INVESTIGATIONS AND PROCEDURES,,,
32,1,1716,EEG/Video EEG,298,350,
32,1,1717,EMG (Electro myography),638,750,
32,1,1718,Nerve condition velocity (at least 2 limbs),638,750,
32,1,1719,Decremental response (before and after neo stigmine),595,700,
32,1,1720,Incremental response,595,700,
32,1,1721,SSEP (Somato sensory evoked potentials),638,750,
32,1,1722,Poly somnography,638,750,
32,1,1723,Brachial plexus study,638,750,
32,1,1724,Muscle biopsy,383,450,
32,1,1725,ACHR anti body titre,1848,2125,
32,1,1726,Anti MUSK body titre,2340,2691,
32,1,1727,Serum COPPER,500,575,
32,1,1728,Serum ceruloplasmin,450,518,
32,1,1729,Urinary copper,450,517,
32,1,1730,Serum homocystine,450,518,
32,1,1731,Serum valproate level,315,362,
32,1,1732,Serum phenol barbitone level,350,403,
32,1,1733,Coagulation profile,553,636,
32,1,1734,Protein C S anti thrombine – III,2160,2484,
32,1,1735,Serum lactate level,405,466,
32,1,,CSF,,,
32,1,1736,Basic studies including cell count protein sugar gram stain India Ink preparation and smear for AFP,240,276,
32,1,1737,Special studies,900,1035,
33,1,1738,PCR for tuberculosis/ Herpes simplex,1200,1380,
33,1,1739,Bacterial culture and sensitivity,200,230,
33,1,1740,Mycobacterial culture and sensitivity,200,230,
33,1,1741,Fungal culture,128,150,
33,1,1742,Malignant cells,64,75,
33,1,1743,Anti measles antibody titre (with serum antibody titre),801,912,
33,1,1744,Viral culture,255,300,
33,1,1745,Antibody titre (Herpes simplex cytomegalo virus flavivirus zoster varicella virus),760,874,
33,1,1746,Oligoclonal band,1200,1380,
33,1,1747,Myelin Basic protein,1871,2152,
33,1,1748,Lactate,298,350,
33,1,1749,Crypto coccal antigen,1138,1309,
33,1,,TESTS IN GASTRO-ENTEROLOGY,,,
33,1,1750,D-xylase test,850,1000,
33,1,1751,Fecal fat test/ fecal chymotrypsin/ fecal elastase,850,1000,
33,1,1752,Breath tests,1300,1495,
33,1,1753,H pylori serology for ciliac disease,500,725,
33,1,1754,HBV genotyping,2500,2875,
33,1,1755,HCV genotyping,4387,5045,
33,1,,TESTS IN ENDOCRINOLOGY ( IN ADDITION TO THOSE INCLUDED UNDER HARMONES),,,
33,1,1756,Urinary VMA,1500,1725,
33,1,1757,Urinary metanephrine/Normetanephrine,1138,1309,
33,1,1758,Urinary free catecholamine,1521,1750,
33,1,1759,Serum catecholamine,3400,3910,
33,1,1760,Serum aldosterone,1012,1165,
33,1,1761,24 Hr urinary aldosterone,920,1058,
33,1,1762,Plasma renin activity,900,1035,
33,1,1763,Serum aldosterone/renin ratio,1200,1380,
33,1,1764,Osmolality urine,128,150,
33,1,1765,Osmolality serum,128,150,
33,1,1766,Urinary sodium,80,94,
33,1,1767,Urinary Chloride,43,50,
33,1,1768,Urinary potassium,80,94,
33,1,1769,Urinary calcium,80,94,
33,1,1770,Thyroid binding globulin,459,540,
33,1,1771,24 hr. urinary free cotisole,200,230,
33,1,1772,Islet cell antebody,750,863,
33,1,1773,GAD antibody,1197,1377,
33,1,1774,Insulin associated antibody,404,464,
33,1,1775,IGF-1,1500,1725,
33,1,1776,IGF-BP3,1485,1708,
33,1,1777,Sex hormone binding globulin,1200,1380,
33,1,1778,USG guided FNAC thyroid gland,348,409,
33,1,1779,E2,208,275,
33,1,1780,Thyro globulin antibody,587,675,
33,1,,ADDED W.E.F. 14.01.2020,,,
33,1,1781,"Kappa Lambda Light Chains, Free, Serum/ Serum freelight chains (SFLC)",3500,4025,14.01.2020
33,1,1782,Serum IGE Level,300,345,14.01.2020
33,1,1783,NT-Pro BNP,1800,2070,14.01.2020
33,1,1784,CECT Chest,2445,2875,19.06.2023
33,1,1785,MRI-Prostate (Multi-parametric) ( Including CD),6000,6900,14.01.2020
33,1,1786,HCV RNA Quantitative,1500,1725,14.01.2020
33,1,1787,Tarcolimus,2300,2645,14.01.2020
33,1,1788,"Protein Creatinine Ratio, Urine",120,138,14.01.2020
33,1,1789,Fibroscan Liver,1000,1150,14.01.2020
34,1,1790,HLA B27 (PCR),500,575,14.01.2020
34,1,1791,Mantoux Test,175,200,14.01.2020
34,1,1792,Procalcitonin,1800,2070,14.01.2020
34,1,1793,TORCH Test,1120,1288,14.01.2020
34,1,1794,Intracoronary optical coherence tomography (OCT) / Intravascular optical coherence tomography (IVOCT) /Intravascular Ventricular Assist System,65000 + GST,65000 + GST,14.01.2020
34,1,1795,Fractional Flow Reserve (FFR) (inclusive of cost of wire),30000,30000,
34,1,,ADDED W.E.F. 05.06.2020,,,
34,1,1796,Anti -Smooth Muscle Antibody Test (ASMA),1241,1460,
34,1,1797,C ANCA-IFA,1275,1500,
34,1,1798,P ANCA-IFA,1275,1500,
34,1,1799,Angiotensin converting enzyme (ACE),850,1000,
34,1,1800,Endo bronchial Ultrasound (EBUS) -Trans bronchial needle aspiration (TBNA) -Using New Needle,15614,18370,
34,1,1801,Extractable Nuclear Antigens (ENA) - Quantitative,3910,4600,
34,1,1802,Chromogranin A,4250,5000,
34,1,1803,Faecal calprotectin (fecal calprotectin),2320,2730,
34,1,1804,C3-COMPLEMENT,552,650,
34,1,1805,C4-COMPLEMENT,552,650,
34,1,1806,Genexpert Test,880,1035,
34,1,1807,DJ stent removal,7395,8700,
34,1,1808,Pulmonary Function Test (PFT) / (Spirometry with DLCO),425,500,
34,1,1809,EUS (Endoscopic Ultrasound) guided FNAC (Using with Needle),12750,15000,
34,1,1810,CT Urography,3825,4500,
34,1,1811,Video Laryngoscopy,5100,6000,
34,1,1812,CT Angio-Neck Vessels,5100,6000,
34,1,1813,H1N1 (RT-PCR),921,1084,
34,1,1814,Erythropoietin Level (Select CGHS rate code 1557 for approved rate),See code 1557,See code 1557,
34,1,1815,Anti HEV IgM,850,1000,
34,1,1816,Anti HAV IgM,637,750,
34,1,1817,HBsAg Quantitative,552,650,
34,1,1818,Typhidot IgM,340,400,
34,1,1819,Hepatitis B Core Antibody (HBcAb) Level (Hepatitis B Core IgM Antibody),408,480,
34,1,1820,Anti HBs,552,650,
34,1,,"ADDED vide clause 2,5, & 6 of OM F.No. S-11045/36/2012-CGHS (HEC) dated 26.11.2014",,,
34,1,1821,Free Triiodothyronine (FT3),106,125,
34,1,1822,Free Thyroxine (FT4),106,125,
34,1,1823,Widal Test,60,70,
34,1,1824,Dengue Serology,510,600,
34,1,1825,Blood component charges - Whole Blood per Unit,1450,1450,
34,1,1826,Blood component charges - Packed Red Cell per Unit,1450,1450,
34,1,1827,Blood component charges - Fresh Frozen Plasma,400,400,
34,1,1828,Platelet Concentrate- Random Donor Platelet (RDP),400,400,
34,1,1829,Blood component charges - Cryoprecipitate,200,200,
34,1,1830,Platelet Concentrate - Single Donor Platelet (SDP)-Apheresis per unit,11000,11000,
34,1,1831,"CCS Group A Officer of above 40 years of age -Male, Annual Health Check up",2000,2000,
34,1,1832,"CCS Group A Officer of above 40 years of age -female, Annual Health Check up",2200,2200,
34,1,,ADDED W.E.F. 07.02.2021,,,
34,1,1833,Interleukin 6 (IL 6),1360,1600,
34,1,1834,High resolution computed Tomography (HRCT Chest),1700,2000,19.06.2023
34,1,1835,Fluid air exchange (per eye),4250,5000,
34,1,1836,C3F8 GAS Injection (per eye),4250,5000,
35,1,1837,Diurnal variation of IOP (per eye),1275,1500,
35,1,1838,Silicone oil injection (per eye),4250,5000,
35,1,1839,Epiretinal Membrane (ERM) Peeling (per eye),5950,7000,
35,1,1840,Epiretinal Membrane (ERM) Removal (per eye),2550,3000,
35,1,1841,Internal limiting membrane (ILM) peeling (per eye),2550,3000,
35,1,1842,Punctoplasty (per eye),5525,6500,
35,1,1843,Punctal plug(Collagen/silicone) (per eye),3400,4000,
35,1,1844,Laser Trabeculoplasty Gonioplasty (both eyes),13600,16000,
35,1,1845,Eye laser pulse therapy (per eye),2975,3500,
35,1,1846,Glaucoma valve/Glaucoma Ahmed valve,12750,15000,
35,1,1847,Malyugin Ring,8500,10000,
35,1,1848,Globe exploration (eye surgery),8500,10000,
35,1,1849,Scleral Fixation Tissue glue,7140,8400,
35,1,1850,Fibro optic Nasal Endoscopy,1955,2300,
35,1,1851,Video Stroboscopy,4675,5500,
35,1,1852,Video Bronchoscopy with BAL,8500,10000,
35,1,1853,Sleep deprived EEG (Rate shall be the same CGHS rate of EEG/Video EEG) (Select CGHS rate code 1716),See code 1716,See code 1716,
35,1,New Proce dures,OM NO. F No Z15025/32/2023/DIR/CGHS DATED 19.12.2023,,,
35,1,1,TAVI/TAVR Implant,1284000,1284000,19.12.2023
35,1,2,TAVI/TAVR Procedure cost,85000,100000,19.12.2023
35,1,3,IVL (Coronary Intra Vascular Lithotripsy / Short wave Lithotripsy) – including GST,268000,268000,19.12.2023
