source_page,extracted_table_index,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),Non- NABH/Non- NABL Rates,NABH/NABL Rates
55,1,1309,Mechanical lithotripsy of CBD stones,8000,9200
55,1,1310,Pancreatic sphincterotomy,6375,7331
55,1,1311,Pancreatic stricture dilatation,5750,6613
55,1,1312,Pancreatic stone extraction,10098,11613
55,1,1313,Mechanical lithotripsy of pancreatic stones,11385,13093
55,1,1314,Endoscopic cysto gastrostomy,8050,9258
55,1,1315,Balloon dilatation of papilla,6900,7935
55,1,1316,Ultrasound guided FNAC,575,661
55,1,1317,Ultrasound guided abscess Drainage,720,828
55,1,1318,Percutaneous Transhepatic Biliary Drainage (PTBD),1150,1323
55,1,1319,Diagnostic angiography,2000,2300
55,1,1320,Vascular embolization,15100,17365
55,1,1321,Transjugular Intrahepatic Portosystemic Shunt (TIPS),5400,6210
55,1,1322,Inferior vena cava (IVC) Venography and Hepatic vein (HV) Venography,34212,39344
55,1,1323,Muscular stenting,97750,112413
55,1,1324,Balloon-occluded Retrograde Intravenous Obliteration (BRTO),57500,66125
55,1,1325,Portal haemodymic studies,1913,2200
55,1,1326,Manometry and PH metry,1612,1854
56,1,1327,Oesophageal PH metry,5000,5750
56,1,1328,Oesophageal manometry,5000,5750
56,1,1329,Small bowel manometry,6800,7820
56,1,1330,Anorectal manometry,6800,7820
56,1,1331,Colonic manometry,7650,8798
56,1,1332,Biliary manometry,7650,8798
56,1,1333,Sengstaken blackenesse tube tempode,2875,3306
56,1,1334,Lintas machles tube tempode,2875,3306
56,1,1335,Faecal / Fecal fat test/ fecal chymotrypsin/ fecal elastase,350,403
56,1,1336,Breath tests,300,345
56,1,1337,Extracorporeal Shortwave Lithotripsy (ESWL) (Select CGHS rate code 888 for approved rate),41400,47610
56,1,1338,Liver biopsy,1380,1587
56,1,Sr. No.,NAME OF INVESTIGATION / DENTAL,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
56,1,1339,Dental IOPA X-ray,50,58
56,1,1340,Occlusal X-ray,78,90
56,1,1341,OPG X-ray,196,225
56,1,Sr. No.,NAME OF INVESTIGATION / PULMONARY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
56,1,1342,Lung Ventilation & Perfusion Scan (V/Q Scan),3600,4140
56,1,1343,Lung Perfusion Scan,2000,2300
56,1,Sr. No.,NAME OF INVESTIGATION / OSTEOLOGY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
56,1,1344,Whole Body Bone Scan with SPECT.,3421,3934
56,1,1345,Three phase whole body Bone Scan,3421,3934
56,1,Sr. No.,NAME OF INVESTIGATION / NEUROSCIENCES,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
56,1,1346,Brain Perfusion SPECT Scan with Technetium 99m radiopharmaceuticals.,9775,11241
56,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
57,1,1347,Radionuclide Cisternography for CSF leak,3740,4301
57,1,Sr. No.,NAME OF INVESTIGATION / GASTRO AND HEPATOBILIARY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
57,1,1348,Gastro esophageal Reflux Study (GER Study),1955,2248
57,1,1349,Gastro intestinal Bleed (GloB.) Study with Technetium 99m labeled RBCs.,3421,3934
57,1,1350,Hepatobiliary Scintigraphy.,2444,2811
57,1,1351,Meckel's Scan,1955,2248
57,1,1352,Hepatosplenic scintigraphy with Technetium-99m radiopharmaceuticals,1870,2151
57,1,1353,Gastric emptying,1275,1466
57,1,Sr. No.,NAME OF INVESTIGATION / GENITOURINARY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
57,1,1354,Renal Cortical Scintigraphy with Technetium 99m Dimercaptosuccinic acid (DMSA),3421,3934
57,1,1355,Dynamic Renography.,3421,3934
57,1,1356,Dynamic Renography with Diuretic.,3421,3934
57,1,1357,Dynamic Renography with Captopril,1960,2254
57,1,1358,Testicular Scan,1445,1700
57,1,Sr. No.,NAME OF INVESTIGATION / ENDOCRINOLOGY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
57,1,1359,Thyroid Uptake measurements with 131-Iodine.,1564,1799
57,1,1360,Thyroid Scan with Technetium 99m Pertechnetate.,1615,1900
57,1,1361,Iodine-131 Whole Body Scan,2933,3373
57,1,1362,Whole Body Scan with MIBG,17595,20234
57,1,1363,Parathyroid Scan,800,920
57,1,Sr. No.,NAME OF INVESTIGATION / RADIO- ISOTOPE THERAPY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
57,1,1364,131-Iodine Therapy,1530,1760
57,1,1365,131-Iodine Therapy <15mCi,3854,4432
57,1,1366,131-Iodine Therapy 15-50mCi,4956,5699
57,1,1367,131-Iodine Therapy 51-100mCi,12000,13800
58,1,1368,131-Iodine Therapy >100mCi,15000,17250
58,1,1369,Phosphorus-32 therapy for metastatic bone pain palliation,5000,5750
58,1,1370,Samarium-153 therapy for metastatic bone pain palliation,10450,12018
58,1,1371,Radiosynovectomy with Yttrium,21250,24438
58,1,Sr. No.,NAME OF INVESTIGATION / CARDIOLOGY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
58,1,1372,Stress thallium / Myocardial Perfusion Scintigraphy,9450,10868
58,1,1373,Rest thallium / Myocardial Perfusion Scintigraphy,8000,9200
58,1,1374,Venography,3300,3795
58,1,1375,Treadmill Test (TMT),950,1120
58,1,1376,Transoesophageal Echocardiography (TEE),489,562
58,1,1377,Lymph angiography,1613,1855
58,1,Sr. No.,NAME OF INVESTIGATION / TUMOUR IMAGING,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
58,1,1378,Scintimammography.,4800,5520
58,1,1379,Indium labelled octreotide Scan,73313,84310
58,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,
58,1,,NAME OF INVESTIGATION / PET SCAN,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
58,1,1380,FDG Whole body PET / CT Scan,10000,11500
58,1,1381,Brain I Heart FDG PET / CT Scan,10000,11500
58,1,1382,Gallium-68 Peptide PET / CT imaging for Neuroendocrine Tumor,10000,11500
58,1,Sr. No.,LABORATORY MEDICINE / CLINICAL PATHOLOGY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
58,1,1383,"Urine routine- pH, Specific gravity, sugar, protein and microscopy",35,40
58,1,1384,Urine Microalbumin,70,81
58,1,1385,Stool routine,35,40
58,1,1386,Stool occult blood,24,28
58,1,1387,Post coital smear examination,30,35
59,1,1388,Semen analysis,35,40
59,1,Sr. No.,LABORATORY MEDICINE / HAEMATOLOGY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
59,1,1389,Haemoglobin (Hb),18,21
59,1,1390,Total Leucocytic Count (TLC),15,17
59,1,1391,Differential Leucocytic Count (DLC),15,17
59,1,1392,Erythrocyte Sedimentation Rate (ESR),20,23
59,1,1393,"Total Red Cell count with MCV,MCH,MCHC,DRW",30,35
59,1,1394,"Complete Haemogram/CBC, Hb,RBC count and indices,TLC, DLC, Platelet, ESR, Peripheral smear examination",135,155
59,1,1395,Platelet count,30,35
59,1,1396,Reticulocyte count,45,52
59,1,1397,Absolute Eosinophil count (AEC),25,29
59,1,1398,Packed Cell Volume (PCV),13,15
59,1,1399,Peripheral Smear Examination,32,37
59,1,1400,Smear for Malaria parasite,30,35
59,1,1401,Bleeding Time,10,12
59,1,1402,Osmotic fragility Test,50,58
59,1,1403,Bone Marrow Smear Examination,70,81
59,1,1404,Bone Marrow Smear Examination with iron stain,250,288
59,1,1405,Bone Marrow Smear Examination and cytochemistry,440,506
59,1,1406,Activated partial ThromboplastinTime (APTT),102,117
59,1,1407,Rapid test for malaria(card test),44,51
59,1,1408,WBC cytochemistry for leukemia -Complete panel,110,127
59,1,1409,"Bleeding Disorder panel- PT, APTT, Thrombin Time Fibrinogen, D-Dimer/ Fibrinogen Degradation Products (FDP)",400,460
59,1,1410,Factor Assays-Factor VIII,720,828
60,1,1411,Factor Assays-Factor IX,680,782
60,1,1412,Platelet Function test,50,58
60,1,1413,"Tests for hypercoagulable states- Protein C, Protein S, Antithrombin",400,460
60,1,1414,Tests for lupus anticoagulant,150,173
60,1,1415,"Tests for Antiphospholipid antibody IgG, IgM ( for cardiolipin and B2 Glycoprotein 1)",500,575
60,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
60,1,1416,Thalassemia studies (Red Cell indices and Hb HPLC),200,230
60,1,1417,Tests for Sickling / Hb HPLC),77,89
60,1,Sr. No.,LABORATORY MEDICINE / BLOOD BANK,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
60,1,1418,Blood Group & RH Type,30,35
60,1,1419,Cross match,30,35
60,1,1420,Coomb’s Test Direct,90,104
60,1,1421,Coomb’s Test Indirect,97,112
60,1,1422,3 cell panel- antibody screening for pregnant female,170,196
60,1,1423,11 cells panel for antibody identification,170,196
60,1,1424,Hepatitis B surface antigen (HBsAg),102,117
60,1,1425,Hepatitis C virus (HCV),128,147
60,1,1426,Human immunodeficiency virus- HIV I and II,100,115
60,1,1427,Venereal Disease Research Laboratory test (VDRL),43,49
60,1,1428,RH Antibody titer,80,92
60,1,1429,Platelet Concentrate,56,64
60,1,1430,Random Donor Platelet(RDP)- (Select CGHS rate Code 1828 for approved rate),See code 1828,See code 1828
60,1,1431,Single Donor Platelet (SDP- Apheresis)- (Select CGHS rate Code 1830 for approved rate),See code 1830,See code 1830
60,1,1432,Routine-H & E,90,104
60,1,1433,special stain,65,75
61,1,1434,Immunohistochemistry(IHC),750,863
61,1,1435,Frozen section,150,173
61,1,1436,Paraffin section,270,311
61,1,,LABORATORY MEDICINE / CYTOLOGY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
61,1,1437,Pap Smear,100,115
61,1,1438,Body fluid for Malignant cells,80,92
61,1,1439,Fine Needle Aspiration Cytology (FNAC),200,230
61,1,Sr. No.,NAME OF INVESTIGATION / FLOW CYTOMETRY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
61,1,1440,Leukemia panel /Lymphoma panel,1536,1766
61,1,1441,"Paroxysmal Nocturnal Hemoglobinuria (PNH) Panel-CD55,CD59",1000,1150
61,1,Sr. No.,LABORATORY MEDICINE / CYTOGENETIC STUDIES,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
61,1,1442,Karyotyping (Select CGHS rate code 677 for approved rate),See code 677,See code 677
61,1,1443,Fluorescent in situ hybridization (FISH),500,575
61,1,Sr. No.,LABORATORY MEDICINE / BIO-CHEMISTRY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
61,1,1444,Blood Glucose Random,24,28
61,1,1445,"24 hrs urine for Proteins,Sodium, creatinine",50,58
61,1,1446,Blood Urea Nitrogen,50,58
61,1,1447,Serum Creatinine,50,58
61,1,1448,Urine Bile Pigment and Salt,20,23
61,1,1449,Urine Urobilinogen,20,23
61,1,1450,Urine Ketones,15,17
61,1,1451,Urine Occult Blood,25,29
61,1,1452,Urine total proteins,18,21
61,1,1453,Rheumatoid Factor / Rh Factor test,80,92
61,1,1454,Bence Jones protein,47,54
62,1,1455,Serum Uric Acid,55,63
62,1,1456,Serum Bilirubin total & direct,50,58
62,1,1457,Serum Iron,80,92
62,1,1458,C reactive Protein (CRP),90,104
62,1,1459,C reactive Protein (CRP) Quantitative,160,184
62,1,1460,"Body fluid (CSF/Ascitic Fluid etc.)Sugar, Protein etc.",75,86
62,1,1461,Albumin.,18,21
62,1,1462,Creatinine clearance,80,92
62,1,1463,Serum Cholesterol,50,58
62,1,1464,Total Iron Binding Capacity (TIBC),56,64
62,1,1465,Glucose (Fasting & PP),47,54
62,1,1466,Serum Calcium –Total,60,69
62,1,1467,Serum Calcium –Ionic,44,51
62,1,1468,Serum Phosphorus,60,69
62,1,1469,Total Protein Albumin/Globulin ratio (A/G Ratio),50,58
62,1,1470,Immunoglobulin G (IgG),250,288
62,1,1471,Immunoglobulin M(IgM),250,288
62,1,1472,Immunoglobulin A(IgA),250,288
62,1,1473,Antinuclear antibody (ANA),200,230
62,1,1474,Anti-double stranded DNA (anti-dsDNA),350,403
62,1,1475,Serum glutamic pyruvic transaminase (SGPT) / Alanine Aminotransferase (ALT),55,63
62,1,1476,Serum Glutamic oxaloacetic transaminase (SGOT) / Aspartate Aminotransferase (AST),55,63
62,1,1477,Serum amylase,100,115
62,1,1478,Serum Lipase,130,150
63,1,1479,Serum Lactate,72,83
63,1,1480,Serum Magnesium,100,115
63,1,1481,Serum Sodium,50,58
63,1,1482,Serum Potassium,50,58
63,1,1483,Serum Ammonia,100,115
63,1,1484,Anemia Profile,204,235
63,1,1485,Serum Testosterone,150,173
63,1,1486,Imprint Smear From Endoscopy,240,276
63,1,1487,Triglycerides,75,86
63,1,1488,Glucose Tolerance Test (GTT),90,104
63,1,1489,Triple Marker.,800,920
63,1,1490,Creatine Phosphokinase (CPK)/Creatine Kinase (CK),100,115
63,1,1491,Foetal Haemoglobin (HbF),40,46
63,1,1492,Prothrombin Time (PT),96,110
63,1,1493,Lactate dehydrogenase (LDH),100,115
63,1,1494,Alkaline Phosphatase,60,69
63,1,1495,Acid Phosphatase,78,90
63,1,1496,CPK MB/CK MB,100,115
63,1,1497,CK MB Mass/CPK MB Mass,140,161
63,1,1498,Troponin I,100,115
63,1,1499,Troponin T,600,690
63,1,1500,Glucose-6-Phosphate Dehydrogenase (G6PD),100,115
63,1,1501,Lithium.,130,150
63,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
63,1,1502,Dilantin (phenytoin).,400,460
64,1,1503,Carbamazepine.,400,460
64,1,1504,Valproic acid.,300,345
64,1,1505,Ferritin (Select CGHS rate code 1517 for approved rate),See Code 1517,See Code 1517
64,1,1506,Blood gas analysis / Arterial Blood Gas (ABG),138,159
64,1,1507,Blood gas analysis / Arterial Blood Gas (ABG) with electrolytes,151,174
64,1,1508,Urine pregnancy test,65,75
64,1,1509,Urine pregnancy test,280,322
64,1,1510,Glycosylated Haemoglobin (HbA1c),130,150
64,1,1511,Haemoglobin Electrophoresis/ Hb HPLC (Select CGHS rate code 1417 for approved rate),See code 1417,See code 1417
64,1,1512,Kidney Function Test (KFT),225,259
64,1,1513,Liver Function Test (LFT),225,259
64,1,1514,"Lipid Profile. (Total cholesterol, LDL, HDL, Triglycerides)",200,230
64,1,,Nutritional Markers,,
64,1,1515,Serum Iron,80,92
64,1,1516,Total Iron Binding Capacity (Select CGHS rate code 1464 for approved rate),See code 1464,See code 1464
64,1,1517,Serum Ferritin,100,115
64,1,1518,Vitamin B12 assay.,250,288
64,1,1519,Folic Acid assay.,300,345
64,1,1520,"Extended Lipid Profile. (Total cholesterol, LDL, HDL, Triglycerides Apo A1,Apo B,Lp (a) )",595,684
64,1,1521,Apolipoprotein A1 (ApoA1),200,230
64,1,1522,Apolipoprotein B (Apo B),199,229
64,1,1523,Lipoprotein A / Lp A,445,512
64,1,1524,"CD 3,4 and 8 counts",170,196
64,1,1525,"CD 3,4 and 8 percentage",170,196
64,1,1526,Low density lipoprotein (LDL),60,69
65,1,1527,Homocysteine.,400,460
65,1,1528,Haemoglobin (Hb) Electrophoresis/ (Select CGHS rate code 1417 for approved rate),See code 1417,See code 1417
65,1,1529,Serum Electrophoresis.,220,253
65,1,1530,Fibrinogen.,165,190
65,1,1531,Chloride.,60,69
65,1,1532,Magnesium.,150,173
65,1,1533,Gamma-Glutamyl Transpeptidase (GGTP),90,104
65,1,1534,Lipase.,239,275
65,1,1535,Fructosamine.,200,230
65,1,1536,Beta 2 microglobulin (B2M) /β2 microglobulin,90,104
65,1,1537,Catecholamines.,1050,1208
65,1,1538,Creatinine clearance (Select CGHS Rate Code 1462),See code 1462,See code 1462
65,1,,NAME OF INVESTIGATION / TUMOUR MARKERS,,
65,1,1539,Prostate Specific antigen (PSA)- Total.,312,359
65,1,1540,Prostate-specific antigen (PSA) - Free.,375,431
65,1,1541,Alpha Fetoprotein (AFP),300,345
65,1,1542,Human chorionic gonadotropin (HCG),289,332
65,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),Non- NABH/Non- NABL Rates,
65,1,1543,Cancer Antigen 125 (CA 125),391,450
65,1,1544,Cancer Antigen 19.9 (CA 19.9),616,708
65,1,1545,Cancer Antigen 15.3 (CA 15.3),560,644
65,1,1546,Vanillylmandelic Acid (VMA),350,403
65,1,1547,Calcitonin,500,575
65,1,1548,Carcinoembryonic Antigen (CEA),340,391
65,1,,OTHERS,,
66,1,1549,Immunofluorescence,150,173
66,1,1550,Direct(Skin and kidney Disease),425,489
66,1,1551,Indirect (antids DNA Anti Smith ANCA),425,489
66,1,1552,Calcidiol / 25-hydroxycholecalciferol / Vitamin D3 assay (Vit D3),550,633
66,1,1553,Serum Protein electrophoresis with immunofixation electrophoresis (IFE),300,345
66,1,1554,BETA-2 Microglobulin assay (Select CGHS rate code 1536 for approved rate),See code 1536,See code 1536
66,1,1555,Anti-Cyclic Citrullinated Peptide (Anti CCP),143,164
66,1,1556,Anti-tissue Transglutaminase antibody (Anti TTG Antibody),425,489
66,1,,HORMONES,,
66,1,1557,Serum Erythropoietin,425,489
66,1,1558,Adrenocorticotropic Hormone (ACTH),500,575
66,1,1559,"T3, T4, TSH",200,230
66,1,1560,Triiodothyronine- T3,64,74
66,1,1561,Tetraiodothyronine T4,64,74
66,1,1562,Thyroid stimulating hormone (TSH),90,104
66,1,1563,Luteinizing hormone (LH),150,173
66,1,1564,Follicle stimulating hormone (FSH),150,173
66,1,1565,Prolactin,150,173
66,1,1566,Cortisol,250,288
66,1,1567,PTH(Parathormone),500,575
66,1,1568,C-Peptide (C Peptide / Connecting Peptide),330,380
66,1,1569,Insulin.,150,173
66,1,1570,Progesterone.,225,259
66,1,1571,17 Hydroxyprogesterone (17 OH Progesterone),400,460
66,1,1572,Dehydroepiandrosterone sulfate (DHEAS),440,506
67,1,1573,Androstenedione,600,690
67,1,1574,Growth Hormone.,340,391
67,1,,LABORATORY/ MEDICINE/CLINICAL PATHOLOGY,Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
67,1,1575,Thyroid peroxidase antibody (TPO),300,345
67,1,1576,Thyroglobulin.,300,345
67,1,1577,Hydatic Serology.,318,366
67,1,1578,Anti Sperm Antibodies.,380,437
67,1,1579,Hepatitis B Virus (HBV) DNA Qualitative,2000,2300
67,1,1580,Hepatitis B Virus (HBV) DNA Quantitative.,1500,1725
67,1,1581,Hepatitis C Virus (HCV) RNA Qualitative.,1691,1945
67,1,1582,Human papillomaviruse (HPV) Serology,218,251
67,1,1583,Rota Virus serology,130,150
67,1,1584,PCR for Tuberculosis (TB),900,1035
67,1,1585,PCR for Human immunodeficiency virus (HIV),600,690
67,1,1586,Chlamydae antigen,500,575
67,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
67,1,1587,Chlamydae antibody,238,274
67,1,1588,Brucella serology,230,265
67,1,1589,Influenza A serology,943,1084
67,1,Sr. No.,"USG, X-RAY , CT, MRI, BONE DENSITOMETRY",Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
67,1,1590,USG for Obstetrics - Anomalies scan,1700,2000
67,1,1591,USG Whole Abdoment/ KUB,680,800
67,1,1592,"Pelvic USG ( prostate, gynae, infertility etc)",425,500
67,1,1593,"Small parts USG ( scrotum, thyroid , parathyroid etc)",349,401
67,1,1594,Neonatal head (Tranfontanellar),425,489
68,1,1595,Neonatal spine,495,569
68,1,1596,Contrast enhanced USG,900,1035
68,1,1597,USG Breast,680,800
68,1,1598,USG Hysterosalpingography (HSG),2040,2400
68,1,1599,Carotid Doppler,850,978
68,1,1600,Arterial Colour Doppler,706,812
68,1,1601,Venous Colour Doppler,706,812
68,1,1602,"Colour Doppler, renal arteries/any other organ",800,920
68,1,1603,USG guided intervention- FNAC,1530,1800
68,1,1604,USG guided intervention - biopsy,720,828
68,1,1605,USG guided intervention - nephrostomy,800,920
68,1,,X-Ray,,
68,1,1606,Abdomen AP Supine or Erect (One film),215,250
68,1,1607,Abdomen Lateral view (one film),90,104
68,1,1608,Chest PA view (one film),195,230
68,1,1609,Chest Lateral (one film),195,230
68,1,1610,"Mastoids: Towne view, oblique views (3 films)",250,288
68,1,1611,"Extremities, bones & Joints AP & Lateral views (Two films)",255,293
68,1,1612,Pelvis AP (one film),90,104
68,1,1613,Temporomandibular (TM) Joints (one film),110,127
68,1,1614,Abdomen & Pelvis for KUB,90,104
68,1,1615,Skull AP & Lateral (2 films),180,207
68,1,1616,Spine AP & Lateral (2 films),180,207
68,1,1617,PNS view (1 film),90,104
68,1,,X-ray CONTRAST STUDIES,,
69,1,1618,Barium Swallow,500,575
69,1,1619,Barium Upper GI study,650,748
69,1,1620,Barium Upper GI study (Double contrast),935,1075
69,1,1621,Barium Meal follow through,935,1075
69,1,1622,Barium Enema (Single contrast/double contrast),750,863
69,1,1623,Small bowel enteroclysis,1020,1173
69,1,1624,ERCP (Endoscopic Retrograde Cholangio – Pancreatography),2500,2875
69,1,1625,General:Fistulography / Sinography/Sialography /Dacrocystography/ T-Tube cholangiogram /Nephrostogram,638,734
69,1,1626,Percutaneous transhepatic cholangiography (PTC),1440,1656
69,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),,
69,1,1627,Intravenous Pyelography (IVP),1400,1650
69,1,1628,Micturating Cystourethrography (MCU),950,1120
69,1,1629,Retrograde Urethrography (RGU),950,1120
69,1,1630,Contrast Hystero-Salpingography (HSG),1020,1173
69,1,1631,X ray Arthrography,700,805
69,1,1632,Cephalography,150,173
69,1,1633,Myelography,2750,3163
69,1,1634,Diagnostic Digital Subtraction Angiography (DSA),1749,2011
69,1,,MAMMOGRAPHY,,
69,1,1635,X ray Mammography B/L,1170,1375
69,1,1636,MRI Mammography,2550,2933
69,1,,Computed Tomography (CT) Scan,,
69,1,1637,CT Scan Head-Without Contrast (NCCT),880,1035
69,1,1638,CT Scan Head- with Contrast -including CT angiography,1350,1553
69,1,1639,CT Scan Chest - without contrast (for lungs),1700,1955
70,1,1640,CT Scan Lower Abdomen (incl. Pelvis) With Contrast,1700,1955
70,1,1641,CT Scan Lower Abdomen (Incl. Pelvis) Without Contrast,1500,1725
70,1,1642,CT Scan Whole Abdomen Without Contrast,3000,3450
70,1,1643,CT Scan Whole Abdomen With Contrast,4500,5175
70,1,1644,Triple Phase CT abdomen,5175,5951
70,1,1645,CT Scan angiography abdomen/ Chest,4500,5175
70,1,1646,CT Scan Enteroclysis,5400,6210
70,1,1647,CT Scan Neck – Without Contrast,1500,1725
70,1,1648,CT Scan Neck – With Contrast,1870,2151
70,1,1649,CT Scan Orbits - Without Contrast,1190,1369
70,1,1650,CT Scan Orbits - With Contrast,1615,1857
70,1,1651,CT Scan of Para Nasal Sinuses- Without Contrast,900,1035
70,1,1652,CT Scan of Para Nasal Sinuses - With Contrast,210,242
70,1,1653,"CT Scan Spine (Cervical, Dorsal, Lumbar, Sacral)–without Contrast",1500,1725
70,1,1654,CT Scan Temporal bone – without contrast,893,1027
70,1,1655,CT Scan- Dental,1275,1466
70,1,1656,CT Scan Limbs -Without Contrast,1700,1955
70,1,1657,CT Scan Limbs -With Contrast including CT angiography,2253,2591
70,1,1658,CT Guided intervention –FNAC,1200,1380
70,1,1659,CT Guided Trucut Biopsy,1200,1380
70,1,1660,CT Guided intervention -percutaneous catheter drainage/tube placement,1305,1501
70,1,,MRI,,
70,1,1661,MRI Head – Without Contrast,2125,2500
70,1,1662,MRI Head – With Contrast,2848,3275
70,1,1663,MRI Orbits – Without Contrast,1445,1700
71,1,1664,MRI Orbits – With Contrast,2000,2300
71,1,1665,MRI Nasopharynx and PNS – Without Contrast,2450,2818
71,1,1666,MRI Nasopharynx and PNS – With Contrast,3500,4025
71,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),Non- NABH/Non- NABL Rates,NABH/NABL rates in Rupee
71,1,1667,MR for Salivary Glands with Sialography,3000,3450
71,1,1668,MRI Neck - Without Contrast,2400,2760
71,1,1669,MRI Neck- with contrast,5000,5750
71,1,1670,MRI Shoulder – Without contrast,2000,2300
71,1,1671,MRI Shoulder – With contrast,2600,2990
71,1,1672,MRI shoulder both Joints - Without contrast,2500,2875
71,1,1673,MRI Shoulder both joints – With contrast,4000,4600
71,1,1674,MRI Wrist Single joint - Without contrast,2550,3000
71,1,1675,MRI Wrist Single joint - With contrast,3400,4000
71,1,1676,MRI Wrist both joints - Without contrast,2125,2444
71,1,1677,MRI Wrist Both joints - With contrast,5000,5750
71,1,1678,MRI knee Single joint - Without contrast,2550,3000
71,1,1679,MRI knee Single joint - With contrast,5000,5750
71,1,1680,MRI knee both joints - Without contrast,3400,4000
71,1,1681,MRI knee both joints - With contrast,5000,5750
71,1,1682,MRI Ankle Single joint - Without contrast,4250,5000
71,1,1683,MRI Ankle single joint - With contrast,5000,5750
71,1,1684,MRI Ankle both joints - With contrast,5525,6500
71,1,1685,MRI Ankle both joints - Without contrast,2500,2875
71,1,1686,MRI Hip - With contrast,2500,2875
71,1,1687,MRI Hip – without contrast,2125,2444
72,1,1688,MRI Pelvis – Without Contrast,2125,2444
72,1,1689,MRI Pelvis – with contrast,5000,5750
72,1,1690,MRI Extremities - With contrast,5000,5750
72,1,1691,MRI Extremities - Without contrast,2125,2444
72,1,1692,MRI Temporomandibular – B/L - With contrast,4000,4600
72,1,1693,MRI Temporomandibular – B/L - Without contrast,2125,2444
72,1,1694,MR Temporal Bone/ Inner ear with contrast,4000,4600
72,1,1695,MR Temporal Bone/ Inner ear without contrast,2500,2875
72,1,1696,MRI Abdomen – Without Contrast,2125,2444
72,1,1697,MRI Abdomen – With Contrast,5000,5750
72,1,1698,MRI Breast - With Contrast,4250,4888
72,1,1699,MRI Breast - Without Contrast,2125,2444
72,1,1700,MRI Spine Screening - Without Contrast,1700,2000
72,1,1701,MRI Chest – Without Contrast,2125,2444
72,1,1702,MRI Chest – With Contrast,4000,4600
72,1,1703,MRI Cervical/Cervico Dorsal Spine – Without Contrast,3400,4000
72,1,1704,MRI Cervical/ Cervico Dorsal Spine – With Contrast,4000,4600
72,1,1705,MRI Dorsal/ Dorso Lumbar Spine - Without Contrast,2125,2444
72,1,1706,MRI Dorsal/ Dorso Lumbar Spine – With Contrast,4000,4600
72,1,1707,MRI Lumbar/ Lumbo-Sacral Spine – Without Contrast,2125,2444
72,1,1708,MRI Lumbar/ Lumbo-Sacral Spine – With Contrast,5000,5750
72,1,1709,Whole body MRI (For oncological workup),5100,5865
72,1,1710,MR cholecysto-pancreatography (MRCP),2500,2875
72,1,1711,MRI Angiography - with contrast,5000,5750
72,1,1712,MR Enteroclysis,2125,2444
73,1,,BONE DENSITOMETRY (DEXA SCAN),,
73,1,Sr. No.,CGHS TREATMENT PROCEDURE/INVESTIGATION LIST (DELHI/NCR),Non- NABH/Non- NABL Rates,
73,1,1713,Dexa Scan Bone Densitometry - Two sites,1500,1725
73,1,1714,"Dexa Scan Bone Densitometry - Three sites (Spine, Hip &extremity)",2000,2300
73,1,1715,Dexa Scan Bone Densitometry Whole body,2450,2818
73,1,,NEUROLOGICAL INVESTIGATIONS AND PROCEDURES,,
73,1,1716,Electroencephalogram (EEG)/ Video EEG,298,343
